CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,CODIGO_OBRA,NOMBRE_OBRA,ESTADO_OBRA,ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,RIESGO_OBRA,RIESGO_DESCRIPCION_OBRA
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-645029-2000154-59304,59304,Mejoramiento de la Carretera Viscachani; Callalli; Sibayo; Caylloma; Provincia de Caylloma; Región Arequipa SNIP 231989,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2,Medianamente Riesgosa
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-669343-2022593-84300,84300,MEJORAMIENTO DE LA CARRETERA VISCACHANI - CALLALI - SIBAYO - CAYLLOMA; PROVINCIA CAYLLOMA; REGIÓN AREQUIPA - SEGUNDA ETAPA TRAMO 01 KM. 0000 - KM. 0360) TRAMO 02 KM. 74.500 - KM. 98.500 ,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1,Bajamente Riesgosa
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-709352-2073447-141104,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,Finalizado,EJECUCIÓN,0,0,1,0,4,Extremadamente Riesgosa
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-739211-2108440-141104,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,Finalizado,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2194993-255906-747262-2084411-134953,134953,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,2,Medianamente Riesgosa
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2194993-255906-811767-2128027-134953,134953,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,0,Sin Riesgo
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-650901-2060462-33536,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Sin Ejecución,SUPERVISIÓN,90,0,0,0,4,Extremadamente Riesgosa
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-717677-2071371-33536,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-830070-2142572-33536,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2196451-283399-624113-2017721-29053,29053,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,En Ejecución,EJECUCIÓN,300,0,1,0,4,Extremadamente Riesgosa
2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2196451-283399-688311-2044722-29053,29053,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,En Ejecución,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2228738,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2228738-1909-575707-2137526-29998,29998,SECTOR I:    AGUAS ARRIBA DEL TRAMO URBANO  (CONTROL DE DESBORDES E INUNDACIONES EN EL RIO ICA Y QUEBRADA CANSAS/CHANCHAJALLA),Finalizado,SUPERVISIÓN,0,0,1,1,4,Extremadamente Riesgosa
2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2233735-136200-849659-2158846-32774,32774,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,Finalizado,ETAPA NO IDENTIFICADA,0,1,1,0,4,Extremadamente Riesgosa
2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2233735-136200-899929-2188756-32774,32774,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,Finalizado,SUPERVISIÓN,0,1,1,0,4,Extremadamente Riesgosa
2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233842-92806-664959-2016133-130764,130764,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233842-92806-667999-2017167-130764,130764,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-656598-2033398-137209,137209,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN""",Finalizado,ETAPA NO IDENTIFICADA,310,0,1,0,2,Medianamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-672349-2029810-137209,137209,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN""",Finalizado,EJECUCIÓN,0,0,1,0,2,Medianamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-674801-2036277-133753,133753,INTERVENCIÓN EN POZO DE ATAQUE; ESTACIÓN GAMBETTA E-1; ESTACIÓN CANTA CALLAO E-2; ESTACIÓN BOCANEGRA E-3; POZO DE VENTILACIÓN 1 - PV4 -1; POZO DE VENTILACIÓN 2 - PV4 -2,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,4,Extremadamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-674853-2036314-133756,133756,INTERVENCIÓN EN LA ESTACIÓN EL OLIVAR E-5 Y ESTACIÓN QUILCA E-6,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,4,Extremadamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-674870-2036286-133755,133755,INTERVENCIÓN EN ESTACIÓN AEROPUERTO E-4; ESTACIÓN CARMEN DE LA LEGUA E-8; POZO DE VENTILACIÓN 3 - PV4 -3; POZO DE VENTILACIÓN 4 - PV4 -4; POZO DE VENTILACIÓN 7 - PV4 -7B,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,4,Extremadamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-682914-2038742-137213,137213,REUBICACIÓN DE LOS SERVICIOS HIGIÉNICOS PÚBLICOS QUE INTERFIERE AL ÁREA DE CONCESIÓN DE LA ESTACIÓN E-14  PLAZA MANCO CAPAC,Finalizado,EJECUCIÓN,325,0,0,0,2,Medianamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-712351-2058738-141153,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2,Medianamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-724083-2063590-141153,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2,Medianamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-731572-2069043-141153,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2,Medianamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-731693-2069052-141153,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,En Ejecución,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-734864-2071276-141153,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,En Ejecución,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-823249-2135603-162027,162027,Reubicación de Redes para la Construcción de la Estación 05 Carmen de la Legua de la Línea 2 Ramal 4 de la Red Básica del Metro de Lima y Callao,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,4,Extremadamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-830183-2139521-166882,166882,"Ejecución de empalmes para liberación de interferencias de redes de agua potable y alcantarillado en la Estación Oscar R. Benavides E-06"".",En Ejecución,EJECUCIÓN,0,0,0,0,4,Extremadamente Riesgosa
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-861304-2156132-141153,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2,Medianamente Riesgosa
2233862,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2233862-246218-385171-2174502-64412,64412,CONSTRUCCIÓN DE LA VÍA REGIONAL AREQUIPA - LA JOYA; EN LAS PROGRESIVAS KM 0+00 AL KM 24+540; DISTRITOS DE CERRO COLORADO - LA JOYA - ,Sin Ejecución,ETAPA NO IDENTIFICADA,1693,0,0,0,4,Extremadamente Riesgosa
2233917,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233917-87547-595719-2022915-105591,105591,Mejoramiento del Servicio de Resguardo y Conservación del Patrimonio Archivístico de la Nación del Archivo General de la Nación - Sede Pueblo Libre; distrito Pueblo Libre; provincia y departamento de Lima,Sin Ejecución,EXPEDIENTE TÉCNICO,235,0,0,0,1,Bajamente Riesgosa
2233958,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233958-4588-516149-2047423-102591,102591,CONSTRUCCIÓN PUENTE HUALLAGA Y ACCESOS,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,4,Extremadamente Riesgosa
2233958,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233958-4588-771822-2161750-79749,79749,CONSTRUCCIÓN Y MEJORAMIENTO DE LA CARRETERA CHIMBOTE - TOCACHE; SECTOR YUNGAYPAMPA TRES CRUCES-SIHUAS-HUACRACHUCO-UCHIZA-EMP. RUTA 5N-TOCACHE; TRAMO: PUENTE EL CHORRO-TRES CRUCES-SIHUAS-HUACRACHUCO-UCHIZA-EMP. RUTA 5N; SUB TRAMO CP AJENJO-UCHIZA EMP. RUTA 05,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,2,Medianamente Riesgosa
2234355,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234355-116051-659741-2012642-82706,82706,MEJORAMIENTO DE LA CARRETERA OYON-AMBO ; TRAMO II,En Ejecución,ETAPA NO IDENTIFICADA,109,0,1,0,2,Medianamente Riesgosa
2234355,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234355-116051-689292-2046091-82706,82706,MEJORAMIENTO DE LA CARRETERA OYON-AMBO ; TRAMO II,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-721246-2074192-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,EJECUCIÓN,0,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-723735-2071348-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,EJECUCIÓN,0,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-727380-2076646-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,EJECUCIÓN,0,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-728571-2074170-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,SUPERVISIÓN,450,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-729905-2077976-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-736367-2079728-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-879973-2175865-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-880497-2175879-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,0,2,Medianamente Riesgosa
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234473-249557-887229-2184981-76727,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,Finalizado,EJECUCIÓN,0,0,1,0,2,Medianamente Riesgosa
2234982,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234982-108598-741570-2098048-144235,144235,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA CHAGUAL - TAYABAMBA - PUENTE HUACRACHUCO; TRAMO: TAYABAMBA - PUENTE HUACRACHUCO,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,4,Extremadamente Riesgosa
2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234988-86897-551692-2106247-81363,81363,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PALLASCA-MOLLEPATA-MOLLEBAMBA-SANTIAGO DE CHUCO EMP. RUTA 10; TRAMO MOLLEPATA - PALLASCA,Finalizado,SUPERVISIÓN,0,1,1,0,4,Extremadamente Riesgosa
2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234988-86897-662364-2029415-81363,81363,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PALLASCA-MOLLEPATA-MOLLEBAMBA-SANTIAGO DE CHUCO EMP. RUTA 10; TRAMO MOLLEPATA - PALLASCA,Finalizado,ETAPA NO IDENTIFICADA,0,1,1,0,4,Extremadamente Riesgosa
