IDENTIFICADOR_OBRA,obra_PROCESO_mean,obra_PROCESO_max,obra_PROCESO_min,obra_CODIGO_RUC_GANADOR_mean,obra_CODIGO_RUC_GANADOR_max,obra_CODIGO_RUC_GANADOR_min,obra_CONVOCATORIA_PROCESO_GANADO_mean,obra_CONVOCATORIA_PROCESO_GANADO_max,obra_CONVOCATORIA_PROCESO_GANADO_min,obra_TotalProcesosParticipantes_mean,obra_TotalProcesosParticipantes_max,obra_TotalProcesosParticipantes_min,obra_CODIGO_CONTRATO_mean,obra_CODIGO_CONTRATO_max,obra_CODIGO_CONTRATO_min,obra_CODIGO_RUC_PARTICIPANTE_mean,obra_CODIGO_RUC_PARTICIPANTE_max,obra_CODIGO_RUC_PARTICIPANTE_min,obra_n_ofertas_mean,obra_n_ofertas_max,obra_n_ofertas_min,obra_monto_ofertado_min_mean,obra_monto_ofertado_min_max,obra_monto_ofertado_min_min,obra_monto_ofertado_max_mean,obra_monto_ofertado_max_max,obra_monto_ofertado_max_min,obra_monto_ofertado_mean_mean,obra_monto_ofertado_mean_max,obra_monto_ofertado_mean_min,obra_monto_ofertado_median_mean,obra_monto_ofertado_median_max,obra_monto_ofertado_median_min,obra_monto_ofertado_std_mean,obra_monto_ofertado_std_max,obra_monto_ofertado_std_min,obra_monto_ofertado_rango_mean,obra_monto_ofertado_rango_max,obra_monto_ofertado_rango_min,obra_obra_2a3a_n_registros_mean,obra_obra_2a3a_n_registros_max,obra_obra_2a3a_n_registros_min,obra_obra_2a3a_nunique_CODIGO_RUC_mean,obra_obra_2a3a_nunique_CODIGO_RUC_max,obra_obra_2a3a_nunique_CODIGO_RUC_min,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_mean,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_max,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_min,obra_obra_2a3a_nunique_TotalProcesosParticipantes_mean,obra_obra_2a3a_nunique_TotalProcesosParticipantes_max,obra_obra_2a3a_nunique_TotalProcesosParticipantes_min,obra_obra_2b_n_registros_mean,obra_obra_2b_n_registros_max,obra_obra_2b_n_registros_min,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_mean,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_max,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_min,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_mean,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_max,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_min,obra_obra_5a_n_registros_mean,obra_obra_5a_n_registros_max,obra_obra_5a_n_registros_min,obra_CODIGO_UNICO_first,obra_CODIGO_UNICO_nunique,obra_SECTOR_first,obra_SECTOR_nunique,obra_DEPARTAMENTO_first,obra_DEPARTAMENTO_nunique,obra_NIVEL_GOBIERNO_first,obra_NIVEL_GOBIERNO_nunique,obra_OBJETO_PROCESO_first,obra_OBJETO_PROCESO_nunique,obra_CODIGO_OBRA_first,obra_CODIGO_OBRA_nunique,obra_NOMBREOBRA_first,obra_NOMBREOBRA_nunique,obra_METODO_CONTRATACION_first,obra_METODO_CONTRATACION_nunique,obra_RAZON_SOCIAL_first,obra_RAZON_SOCIAL_nunique,obra_NUMERO_CONTRATO_first,obra_NUMERO_CONTRATO_nunique,obra_NOMBRE_PARTICIPANTE_first,obra_NOMBRE_PARTICIPANTE_nunique,y_riesgo_obra_4niveles,func_n_registros,func_n_funcionarios,func_riesgo_max,func_riesgo_mean,func_riesgo_std,func_pct_riesgo_alto
2031000-14583-739392-2098568-77795,2.0,2,2,20567206825.0,20602336876,20532076774,739392.0,739392,739392,168.0,170,166,2098568.0,2098568,2098568,15376775036.333334,20602336876,10085173338,12.0,12,12,620484.12,620484.12,620484.12,675635.43,675635.43,675635.43,638867.89,638867.89,638867.89,620484.12,620484.12,620484.12,27154.627909453568,27154.627909453568,27154.627909453568,55151.310000000056,55151.310000000056,55151.310000000056,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2031000,1,AGRARIA,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,77795,1,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,1,Concurso Público,1,CONSORCIO RENACER,6,015-2021,1,CONSORCIO RENACER,6,3,18.0,9.0,3.0,1.1111111111111112,1.278274981412284,0.2222222222222222
2031000-14583-828169-2142140-77795,2.0,2,2,20357499691.0,20357499691,20357499691,828169.0,828169,828169,32.0,32,32,2142140.0,2142140,2142140,20357499691.0,20357499691,20357499691,1.0,1,1,24448481.93,24448481.93,24448481.93,24448481.93,24448481.93,24448481.93,24448481.93,24448481.93,24448481.93,24448481.93,24448481.93,24448481.93,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2031000,1,AGRARIA,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Obra,1,77795,1,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,1,Licitación Pública,1,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,1,22,1,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,1,3,0.0,0.0,0.0,0.0,0.0,0.0
2031000-14583-834037-2149486-77795,5.0,5,5,20567206825.0,20602336876,20532076774,834037.0,834037,834037,168.0,170,166,2149486.0,2149486,2149486,16445209531.0,20602336876,10085693897,10.0,10,10,998484.22,998484.22,998484.22,1109426.91,1109426.91,1109426.91,1055019.7459999998,1055019.7459999998,1055019.7459999998,1084351.69,1084351.69,1084351.69,49605.99599142228,49605.99599142228,49605.99599142228,110942.68999999994,110942.68999999994,110942.68999999994,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2031000,1,AGRARIA,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,77795,1,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,1,Concurso Público,1,PAREDES BENITES ROMILY DIOMEDES,5,CONTRATO Nº 023/ 2022-GRP-PECHP-406000,1,PAREDES BENITES ROMILY DIOMEDES,5,3,0.0,0.0,0.0,0.0,0.0,0.0
2055893-48520-491374-2130802-12346,4.0,4,4,20538025918.0,20538025918,20538025918,491374.0,491374,491374,148.0,148,148,2130802.0,2130802,2130802,20538025918.0,20538025918,20538025918,1.0,1,1,2328582.5,2328582.5,2328582.5,2328582.5,2328582.5,2328582.5,2328582.5,2328582.5,2328582.5,2328582.5,2328582.5,2328582.5,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2055893,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,12346,1,OBRA: CONSTRUCCION DE LA VIA COSTA VERDE - TRAMO CALLAO,1,Contratación Directa,1,ASISTENCIA TECNICA Y JURIDICA CONSULTORES SL,1,039-2018-GOBIERNO REGIONAL DEL CALLAO,1,ASISTENCIA TECNICA Y JURIDICA CONSULTORES SL,1,2,0.0,0.0,0.0,0.0,0.0,0.0
2055893-48520-680485-2044147-118093,37.0,37,37,15335670978.0,20573333081,10098008875,680485.0,680485,680485,93.5,168,19,2044147.0,2044147,2044147,15403616916.25,20573333081,10098008875,8.0,8,8,519312.78,519312.78,519312.78,577014.2,577014.2,577014.2,533738.135,533738.135,533738.135,519312.78,519312.78,519312.78,26710.567210708912,26710.567210708912,26710.567210708912,57701.419999999925,57701.419999999925,57701.419999999925,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,1,1,2055893,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,118093,1,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,1,Adjudicación Simplificada,1,CONSORCIO SUPERVISOR SAN JOSE,3,CONTRATO 009-2021-GOBIERNO REGIONAL DEL CALLAO,1,CONSORCIO SUPERVISOR SAN JOSE,3,3,13.0,13.0,2.0,0.3076923076923077,0.7510676161988107,0.0
2055893-48520-764309-2091884-118093,6.0,6,6,20449808435.0,20602979173,20296637697,764309.0,764309,764309,103.5,133,74,2091884.0,2091884,2091884,20449808435.0,20602979173,20296637697,4.0,4,4,116308466.0,116308466.0,116308466.0,116308466.0,116308466.0,116308466.0,116308466.0,116308466.0,116308466.0,116308466.0,116308466.0,116308466.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,0.0,0,0,2.0,2,2,,,,,,,,,,1.0,1,1,2055893,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Obra,1,118093,1,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,1,Contratación Directa,1,BIDDLE INC S.A.C.(*),2,054-2021-GRC,1,BIDDLE INC S.A.C.(*),2,3,0.0,0.0,0.0,0.0,0.0,0.0
2055915-51611-480274-2128869-1985,43.0,43,43,10322923348.0,10434381288,10267161823,480274.0,480274,480274,175.33333333333334,347,76,2128869.0,2128869,2128869,10248261015.5,10434381288,10024274018,12.0,12,12,210106.29999999996,210106.3,210106.3,210106.29999999996,210106.3,210106.3,210106.29999999996,210106.29999999996,210106.29999999996,210106.29999999996,210106.3,210106.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,3,3.0,3,3,1.0,1,1,3.0,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2055915,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,1985,1,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO; TRAMO II: MUÑANI - SAYTOCOCHA,1,Adjudicación Simplificada,1,ALARCON ARAGON BENJAMIN JAVIER,3,CONTRATO N° 083-2018-AS-GRP,1,ALARCON ARAGON BENJAMIN JAVIER,3,3,6.0,6.0,3.0,1.5,1.6431676725154984,0.5
2058698-10447-724030-2079272-146037,28.0,28,28,20549322434.0,20549322434,20549322434,724030.0,724030,724030,81.0,81,81,2079272.0,2079272,2079272,28360787232.6,99000024381,20294921312,10.0,10,10,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2058698,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,146037,1,Rehabilitación y Mejoramiento de la Carretera Chongoyape - Cochabamba - Cajamarca; Tramo Cochabamba - Chota - Tramo Hualgayoc - Dv; Yanacocha,1,Concurso Público,1,CONSORCIO SIGT-NAYLAMP,10,101-2021-MTC/20.2,1,CONSORCIO SIGT-NAYLAMP,10,3,6.0,6.0,3.0,1.3333333333333333,1.505545305418162,0.3333333333333333
2058733-3272-671673-2032849-127408,16.0,16,16,20101345018.0,20101345018,20101345018,671673.0,671673,671673,142.0,142,142,2032849.0,2032849,2032849,19160887326.8125,20604335290,10062352529,16.0,16,16,1162070.85,1162070.85,1162070.85,1162070.85,1162070.85,1162070.85,1162070.85,1162070.85,1162070.85,1162070.85,1162070.85,1162070.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2058733,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,127408,1,CONSTRUCCION Y MEJORAMIENTO CARRETERA CAMANA - DV.QUILCA - MATARANI - ILO - TACNA,1,Concurso Público,1,RIOS PADILLA ANA BERTHA(*),15,100-2020-MTC/20.2,1,RIOS PADILLA ANA BERTHA(*),15,3,6.0,6.0,3.0,1.0,1.5491933384829668,0.3333333333333333
2066003-61210-621692-2000183-111277,1.0,1,1,20425954114.0,20425954114,20425954114,621692.0,621692,621692,157.0,157,157,2000183.0,2000183,2000183,13117977494.142857,20533652213,10011217104,7.0,7,7,542831.85,542831.85,542831.85,542831.85,542831.85,542831.85,542831.85,542831.85,542831.85,542831.85,542831.85,542831.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,1,2066003,1,INDUSTRIA; COMERCIO Y SERVICIOS,1,MULTIDEPARTAMENTAL,1,GOBIERNO LOCAL,1,Consultoría de Obra,1,111277,1,CONSTRUCCIÓN DEL PABELLÓN B3 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,1,Concurso Público,1,CONSORCIO CONSULTOR B3,7,07-GAL-EMMSA-2020,1,CONSORCIO CONSULTOR B3,7,3,7.0,7.0,0.0,0.0,0.0,0.0
2066003-61210-624590-2127532-111275,4.0,4,4,13537177213.333334,20546593186,10011217104,624590.0,624590,624590,106.33333333333333,137,49,2127532.0,2127532,2127532,15334953888.45,20601137624,10011217104,60.0,60,60,562562.13,562562.13,562562.13,562562.37,562562.37,562562.37,562562.154,562562.154,562562.154,562562.13,562562.13,562562.13,0.07260760572566093,0.07260760572566093,0.07260760572566093,0.23999999999068677,0.23999999999068677,0.23999999999068677,3.0,3,3,3.0,3,3,1.0,1,1,3.0,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,1,2066003,1,INDUSTRIA; COMERCIO Y SERVICIOS,1,MULTIDEPARTAMENTAL,1,GOBIERNO LOCAL,1,Consultoría de Obra,1,111275,1,CONSTRUCCIÓN DEL PABELLÓN B2 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,1,Concurso Público,1,CONSORCIO CONSULTOR B3,20,040-2022-EMMSA-GAJ,1,CONSORCIO CONSULTOR B3,20,3,8.0,8.0,2.0,0.25,0.7071067811865476,0.0
2077939-43531-811740-2121350-69425,1.0,1,1,20557000012.0,20557000012,20557000012,811740.0,811740,811740,101.0,101,101,2121350.0,2121350,2121350,20557000012.0,20557000012,20557000012,1.0,1,1,363440.0,363440.0,363440.0,363440.0,363440.0,363440.0,363440.0,363440.0,363440.0,363440.0,363440.0,363440.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,4.0,4,4,2077939,1,AGRARIA,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,69425,1,AMPLIACION DE LA PRESA ANCASCOCHA Y AFIANZAMIENTO DEL VALLE DE YAUCA (AYACUCHO Y AREQUIPA),1,Contratación Directa,1,PROYECTO VERDE ASESORES Y CONSULTORES S.A.C.,1,CONTRATO N 019-2022-GRA-PRIDER-DG,1,PROYECTO VERDE ASESORES Y CONSULTORES S.A.C.,1,2,0.0,0.0,0.0,0.0,0.0,0.0
2078482-65891-770982-2103149-33681,7.0,7,7,15468723269.0,20528217207,10409229331,770982.0,770982,770982,54.0,64,44,2103149.0,2103149,2103149,15468723269.0,20528217207,10409229331,4.0,4,4,533634.47,533634.47,533634.47,533634.47,533634.47,533634.47,533634.47,533634.47,533634.47,533634.47,533634.47,533634.47,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2078482,1,SALUD Y SANEAMIENTO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,33681,1,LOTE 1. PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES; CAMARAS DE BOMBEO; LINEAS DE IMPULSION Y DISPOSICION FINAL,1,Concurso Público,1,CONSORCIO LA PLOMADA,2,CONTRATO N° 005-2022-GRL-OPIPP-DE,1,CONSORCIO LA PLOMADA,2,3,6.0,6.0,3.0,0.6666666666666666,1.2110601416389966,0.16666666666666666
2080694-77545-661992-2038656-134497,7.0,7,7,20299241903.0,20498274669,20100209137,661992.0,661992,661992,40.5,69,12,2038656.0,2038656,2038656,20388026139.75,20498333347,20100209137,8.0,8,8,11188361.66,11188361.66,11188361.66,12264930.67,12264930.67,12264930.67,11726646.165,11726646.165,11726646.165,11726646.165,11726646.165,11726646.165,575450.3412340581,575450.3412340581,575450.3412340581,1076569.0099999998,1076569.0099999998,1076569.0099999998,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2080694,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO LOCAL,1,Obra,1,134497,1,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,1,Licitación Pública,1,OSCAR MANUEL DELGADO PUENTE DE LA VEGA S .C.R.L.(*),4,001-2021-MPA,1,OSCAR MANUEL DELGADO PUENTE DE LA VEGA S .C.R.L.(*),4,2,12.0,7.0,0.0,0.0,0.0,0.0
2080694-77545-673882-2038678-134497,32.0,32,32,15411765448.75,20600849922,10178959251,673882.0,673882,673882,55.0,103,30,2038678.0,2038678,2038678,15411765448.75,20600849922,10178959251,16.0,16,16,333349.2,333349.2,333349.2,333349.2,333349.2,333349.2,333349.2,333349.2,333349.2,333349.2,333349.2,333349.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,4,4.0,4,4,1.0,1,1,4.0,4,4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2080694,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO LOCAL,1,Consultoría de Obra,1,134497,1,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,1,Adjudicación Simplificada,1,CONSORCIO SUPERVISOR AREQUIPA,2,143-2020-MPA,1,CONSORCIO SUPERVISOR AREQUIPA,2,2,0.0,0.0,0.0,0.0,0.0,0.0
2084815-74176-865826-2173901-174311,14.0,14,14,20548113966.0,20606797533,20489430399,865826.0,865826,865826,9.0,17,1,2173901.0,2173901,2173901,20470063465.2,20606797533,20185481272,10.0,10,10,3007157.67,3007157.67,3007157.67,334010629.0,334010629.0,334010629.0,135475371.926,135475371.926,135475371.926,3341286.29,3341286.29,3341286.29,170871991.57139525,170871991.57139525,170871991.57139525,331003471.33,331003471.33,331003471.33,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,1,1,2084815,1,SALUD Y SANEAMIENTO,1,MULTIDEPARTAMENTAL,1,GOBIERNO LOCAL,1,Obra,1,174311,1,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,1,Licitación Pública,1,INDUSTRIAS NIETO SERVICIOS MULTIPLES E.I.R.L.,5,CONTRATO N°007-2023-G.R.PASCO/GGR,1,INDUSTRIAS NIETO SERVICIOS MULTIPLES E.I.R.L.,5,3,19.0,18.0,3.0,0.7894736842105263,1.3572417850765923,0.2631578947368421
2084815-74176-920686-2200980-174311,4.0,4,4,10314194020.5,10427430320,10200957721,920686.0,920686,920686,42.5,55,30,2200980.0,2200980,2200980,10314194020.5,10427430320,10200957721,4.0,4,4,167064.31,167064.31,167064.31,167064.31,167064.31,167064.31,167064.31,167064.31,167064.31,167064.31,167064.31,167064.31,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,1,2084815,1,SALUD Y SANEAMIENTO,1,MULTIDEPARTAMENTAL,1,GOBIERNO LOCAL,1,Consultoría de Obra,1,174311,1,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,1,Adjudicación Simplificada,1,CONSORCIO SUPERVISOR MINECON,2,CONTRATO Nº029-2023-G.R.PASCO/GGR,1,CONSORCIO SUPERVISOR MINECON,2,3,0.0,0.0,0.0,0.0,0.0,0.0
2090887-3880-673389-2124894-115823,5.0,5,5,17073035610.0,20600891317,10079403402,673389.0,673389,673389,105.33333333333333,137,53,2124894.0,2124894,2124894,17073035610.0,20600891317,10079403402,9.0,9,9,4789568.83,4789568.83,4789568.83,4789568.83,4789568.83,4789568.83,4789568.83,4789568.83,4789568.83,4789568.83,4789568.83,4789568.83,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,3,3.0,3,3,1.0,1,1,3.0,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2090887,1,SALUD Y SANEAMIENTO,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,115823,1,DRENAJE PLUVIAL DE LA CIUDAD DE JULIACA  (EXPEDIENTE TÉCNICO DE SALDO DE OBRA),1,Concurso Público,1,CONSORCIO CONSULTOR JULIACA,3,CONTRATO 32-2022/VIVIENDA/VMCS/PNSU,1,CONSORCIO CONSULTOR JULIACA,3,1,6.0,6.0,0.0,0.0,0.0,0.0
2110320-3373-711711-2074748-33358,19.0,19,19,20524383901.0,20524383901,20524383901,711711.0,711711,711711,109.0,109,109,2074748.0,2074748,2074748,27590052341.18182,99000020598,20137109612,11.0,11,11,1798830.1,1798830.1,1798830.1,1798830.1,1798830.1,1798830.1,1798830.1,1798830.1,1798830.1,1798830.1,1798830.1,1798830.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2110320,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,33358,1,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PUERTO BERMUDEZ - SAN ALEJANDRO; Tramo: Puerto Sungaro - Dv. San Alejandro,1,Concurso Público,1,VERA & MORENO S.A. CONSULTORES DE INGENIERIA(*),10,086-2021-MTC/20.2,1,VERA & MORENO S.A. CONSULTORES DE INGENIERIA(*),10,2,6.0,6.0,1.0,0.16666666666666666,0.408248290463863,0.0
2110581-11432-699489-2067437-16513,4.0,4,4,20507541924.0,20600891317,20414192531,699489.0,699489,699489,103.0,137,69,2067437.0,2067437,2067437,26046969271.0,99000027908,20101345018,28.0,28,28,4646734.35,4646734.35,4646734.35,4646734.35,4646734.35,4646734.35,4646734.35,4646734.35,4646734.35,4646734.35,4646734.35,4646734.35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2110581,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,16513,1,Carretera San Marcos Cajabamba- Sausacocha; Tramo: San Marcos - Cajabamba ,1,Concurso Público,1,HOB CONSULTORES S.A.,14,074-2021-MTC/20.2,1,HOB CONSULTORES S.A.,14,3,6.0,6.0,3.0,0.5,1.224744871391589,0.16666666666666666
2110581-11432-724030-2079272-146038,28.0,28,28,20549322434.0,20549322434,20549322434,724030.0,724030,724030,81.0,81,81,2079272.0,2079272,2079272,28360787232.6,99000024381,20294921312,10.0,10,10,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,4586245.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2110581,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,146038,1,Mejoramiento de la Carretera San Marcos - Cajabamba - Sausacocha Tramo San Marcos Cajabamba,1,Concurso Público,1,CONSORCIO SIGT-NAYLAMP,10,101-2021-MTC/20.2,1,CONSORCIO SIGT-NAYLAMP,10,3,6.0,6.0,3.0,1.3333333333333333,1.505545305418162,0.3333333333333333
2130855-133630-573956-2018271-33900,3.0,3,3,20551026905.5,20573023481,20529030330,573956.0,573956,573956,151.5,171,132,2018271.0,2018271,2018271,16093854012.714285,20601790271,10200262854,14.0,14,14,0.0,0.0,0.0,888398.1,888398.1,888398.1,634570.0285714286,634570.0285714286,634570.0285714286,888398.0,888398.0,888398.0,416487.42510358896,416487.42510358896,416487.42510358896,888398.1,888398.1,888398.1,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2130855,1,OTROS,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,33900,1,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN DE HUANUCO-NIVEL III-1,1,Concurso Público,1,CONSORCIO EKN SUPERVISOR,7,CONTRATO N° 036-2020-GRH/GGR,1,CONSORCIO EKN SUPERVISOR,7,3,6.0,6.0,3.0,1.5,1.6431676725154984,0.5
